area,area_code,year,obesity,employment_rate,no_adults_in_employment,white,air_emission,median_income,house_price
Islington 004,E02000558,2011,15.67567568,51.43570537,11.7,48.1397971,113.5314674,33.058,327.5
Islington 005,E02000559,2011,25.8302583,72.1147153,4.3,72.556391,109.2412203,24.328,250
Islington 006,E02000560,2011,14.20118343,62.87145242,4.4,68.1882419,118.805448,50.298,420
Islington 007,E02000561,2011,24.7311828,66.1913815,3.5,78.5179447,103.468686,34.339,315
Islington 008,E02000562,2011,11.19402985,64.58162764,6.2,70.5192841,106.6134374,51.282,406
Islington 009,E02000563,2011,18.6440678,56.77177177,8.2,65.8142823,110.6376358,39.231,425
Islington 010,E02000564,2011,28.18181818,67.71894094,5.7,66.5713196,113.3837723,28.943,310.75
Islington 011,E02000565,2011,21.15384615,60.11486918,9.9,62.1717357,112.4087639,35.798,374.75
Islington 012,E02000566,2011,27.11111111,71.26315789,3.5,77.278295,110.9520622,31.968,335
Islington 013,E02000567,2011,21.52777778,67.91430978,7.1,72.4464182,117.3799407,54.049,450
Islington 014,E02000568,2011,18.51851852,47.73673257,9,62.0467532,112.1854831,39.37,415
Islington 015,E02000569,2011,30.39647577,63.63868987,7.7,72.3707843,119.6393208,26.749,323
Islington 016,E02000570,2011,28.78787879,71.82688306,3.7,81.2652351,109.3832297,37.454,425
Islington 017,E02000571,2011,20.53571429,61.61982949,8,71.4979455,114.6887138,57.788,486.5
Islington 018,E02000572,2011,17.20430108,48.33641405,10.3,55.5594446,116.3207733,33.626,375
Islington 019,E02000573,2011,21.51898734,70.03858875,3.3,79.5250173,128.0792382,26.101,289.5
Islington 020,E02000574,2011,24.74226804,59.34173669,4.7,69.0271733,130.1777892,55.292,555
Islington 021,E02000575,2011,22.52252252,56.68464934,4.6,69.1058962,132.7733018,39.035,455
Islington 022,E02000576,2011,21.42857143,55.01281878,7.3,64.2096293,126.0863795,39.53,446.5
Islington 023,E02000577,2011,23.5042735,50.58344138,10.1,43.8255313,135.2076166,31.459,441.6
Kensington and Chelsea 001,E02000578,2011,19.92481203,50.8490566,11,55.5191445,124.6864712,19.212,320
Kensington and Chelsea 002,E02000579,2011,25,63.25830973,5.6,68.86026,128.006683,22.217,500
Kensington and Chelsea 003,E02000580,2011,16.66666667,63.79382595,4.9,63.2351242,127.4701375,33.332,497
Kensington and Chelsea 004,E02000581,2011,23.1884058,51.12629247,8.6,54.0147986,114.842252,31.279,550
Kensington and Chelsea 005,E02000582,2011,28.06324111,69.54983923,2.2,77.9344562,117.8924043,22.851,439
Kensington and Chelsea 006,E02000583,2011,,67.41280583,2.8,79.8438998,117.0841044,51.238,825
Kensington and Chelsea 007,E02000584,2011,21.42857143,68.02101035,1.6,78.6255808,119.579063,53.955,670
Kensington and Chelsea 008,E02000585,2011,21.56862745,63.507109,4.2,67.3902672,118.1217364,67.5,1100
Kensington and Chelsea 009,E02000586,2011,15.625,62.62658737,1.5,72.9566225,121.3792252,45.776,755
Kensington and Chelsea 010,E02000587,2011,,63.09564621,2.7,73.7604679,126.886614,70.752,1115
Kensington and Chelsea 011,E02000588,2011,23.52941176,66.80077485,1.1,79.2989337,136.4781839,64.001,925
Kensington and Chelsea 012,E02000589,2011,,59.63677319,2.1,64.8270962,127.0845003,73.363,1423.7
Kensington and Chelsea 013,E02000590,2011,16.39344262,59.72793986,3.3,71.1760513,132.4030306,46.123,827.5
Kensington and Chelsea 014,E02000591,2011,18.91891892,61.12968503,3.5,59.5213473,146.5491967,37.693,784.453
Kensington and Chelsea 015,E02000592,2011,18.86792453,67.98613645,1.1,79.2782133,128.532282,34.182,550
Kensington and Chelsea 016,E02000593,2011,,68.37756237,2.5,75.0786988,125.1965973,66.163,1100
Kensington and Chelsea 017,E02000594,2011,22.58064516,67.35241503,1.9,84.6249311,121.0934925,42.447,582.5
Kensington and Chelsea 018,E02000595,2011,,66.02042583,1.9,82.867276,124.4594158,62.35,895
Kensington and Chelsea 019,E02000596,2011,,64.24870466,1.7,81.9583655,120.6367651,58.246,975
Kensington and Chelsea 020,E02000597,2011,,57.25952813,6.2,63.9270687,126.5886853,57.412,747.5
Kensington and Chelsea 021,E02000598,2011,21.58273381,69.68085106,2,82.2125813,90.06868406,31.662,630
Kingston upon Thames 001,E02000599,2011,11.72413793,54.37312312,2.3,63.6863824,91.75689371,52.265,440
Kingston upon Thames 002,E02000600,2011,15.96638655,62.65492498,4,71.8784195,94.53357904,61.278,750
Kingston upon Thames 003,E02000601,2011,18.84057971,67.91248861,3.1,78.8260159,90.55475304,38.613,287.5
Kingston upon Thames 004,E02000602,2011,12.42038217,57.11171662,4.5,71.4057508,101.7106041,45.98,343.75
Kingston upon Thames 005,E02000603,2011,22.05882353,59.75609756,6,63.6386768,90.84601278,30.366,299
Kingston upon Thames 006,E02000604,2011,15.65836299,66.1818763,3.2,63.5918938,92.2049725,30.913,265
Kingston upon Thames 007,E02000605,2011,14.33691756,65.36039188,2.6,69.3501208,89.4591853,38.939,325
Kingston upon Thames 008,E02000606,2011,10.4,61.95972206,1.8,76.5805877,101.4699139,39.492,330
Kingston upon Thames 009,E02000607,2011,18.69918699,57.01110484,1.8,82.9550447,88.64396173,38.805,285
Kingston upon Thames 010,E02000608,2011,10.14492754,64.01694915,2,77.992278,91.79265853,44.038,361
Kingston upon Thames 011,E02000609,2011,,61.40616141,4.2,59.3115504,97.50240292,39.71,285
Kingston upon Thames 012,E02000610,2011,16.96428571,67.37779271,2.7,79.4861712,91.13260765,36.961,355
Kingston upon Thames 013,E02000611,2011,,66.29876308,1.3,77.6835772,90.20857533,36.219,250
Kingston upon Thames 014,E02000612,2011,12.23628692,67.12375148,2.1,72.7578475,90.59853607,47.534,385
Kingston upon Thames 015,E02000613,2011,14.83050847,69.24284717,2.9,80.9335544,91.56735622,44.028,368
Kingston upon Thames 016,E02000614,2011,10.96491228,65.74495771,3.9,64.7072822,91.53554865,40.639,270
Kingston upon Thames 017,E02000615,2011,21.42857143,68.93453145,2.5,83.2017133,90.75232262,32.056,250
Kingston upon Thames 018,E02000616,2011,21.95121951,72.2956327,2.8,88.3767203,82.34077174,34.123,250
Kingston upon Thames 019,E02000617,2011,24.43181818,66.9825192,5.3,84.6081762,80.49392484,34.817,240.5
Kingston upon Thames 020,E02000618,2011,24.73867596,60.56398511,2.9,59.7574558,129.8589706,32.593,250
Lambeth 002,E02000619,2011,23.19587629,60.32324513,7.2,52.7439781,116.7482224,29.386,291.5
Lambeth 003,E02000620,2011,25,68.47621607,6.2,58.9220918,123.5789939,34.405,380
Lambeth 004,E02000621,2011,24.65116279,68.99046744,4.8,62.6905744,126.2970191,35.63,390
Lambeth 005,E02000622,2011,27.48538012,69.03903904,5,60.3286385,121.3370154,32.977,320
Lambeth 006,E02000623,2011,26.10294118,61.67400881,7.8,53.3416771,112.3479127,27.074,248.75
Lambeth 007,E02000624,2011,29.12621359,62.54948535,7.3,48.4202608,112.0854997,29.188,320
Lambeth 008,E02000625,2011,25.60553633,61.03160874,9.8,49.0850377,112.0580244,25.765,230
Lambeth 009,E02000626,2011,25.17241379,54.72595996,10.8,35.2849054,105.5762933,23.853,217.5
Lambeth 010,E02000627,2011,28.14070352,69.14123125,6.8,56.5980566,112.6637175,31.947,320
Lambeth 011,E02000628,2011,26.81388013,58.0762987,9.1,39.1737745,121.660613,24.224,229.975
Lambeth 012,E02000629,2011,23.48484848,75.33219313,4,70.5634894,113.8221935,44.707,359.475
Lambeth 013,E02000630,2011,23.80952381,76.26724281,3.5,74.3462703,115.8277124,49.115,382.5
Lambeth 014,E02000631,2011,15.66820276,68.87244232,4.6,62.7377717,106.5480624,41.162,316.35
Lambeth 015,E02000632,2011,33.01886792,79.3735858,3.3,70.334174,110.1818881,46.532,350
Lambeth 016,E02000633,2011,26.31578947,65.03660322,7.4,49.9884286,117.8197599,29.849,286
Lambeth 017,E02000634,2011,26.71232877,69.81508339,6.4,60.7361963,113.637799,33.491,319.25
Lambeth 018,E02000635,2011,24.01960784,69.29741438,5.7,53.9914819,106.1166295,35.959,340
Lambeth 019,E02000636,2011,23.17073171,78.40612777,2.9,81.6860846,104.393385,63.954,491.25
Lambeth 020,E02000637,2011,22.85714286,74.0797333,4.1,63.2439277,104.6761645,40.092,288
Lambeth 021,E02000638,2011,21.63265306,65.37175199,6.8,53.4350374,107.3106699,30.334,250
Lambeth 022,E02000639,2011,27.83505155,61.15865701,9.4,44.2788521,110.090131,25.58,180
Lambeth 023,E02000640,2011,23.86363636,74.77691021,4.3,71.6211772,103.350617,48.571,425
Lambeth 024,E02000641,2011,26.34560907,57.74311635,11.2,38.2503702,101.379783,25.091,211
Lambeth 025,E02000642,2011,17.41071429,66.63428175,6.1,62.1312838,105.0942824,38.077,310
Lambeth 026,E02000643,2011,19.59798995,70.48594939,5,62.5044808,103.4516761,36.505,290
Lambeth 027,E02000644,2011,18.50220264,68.66788879,5,59.1067285,100.2238914,37.582,270
Lambeth 028,E02000645,2011,24.57142857,69.10473961,5.5,61.4634146,99.97989732,38.644,269.375
Lambeth 029,E02000646,2011,19.85815603,72.07915424,3.1,63.91843,103.2231284,39.731,248.5
Lambeth 030,E02000647,2011,22,66.64558963,4.8,58.4698809,96.37326648,38.576,290
Lambeth 031,E02000648,2011,25.3164557,56.81094248,11.5,44.4743935,96.70583908,25.906,191
Lambeth 032,E02000649,2011,23.18181818,69.84235001,5.3,60.1198462,105.7829505,32.375,230
Lambeth 033,E02000650,2011,25.61576355,63.75718391,7.5,56.1287716,97.26226318,30.612,239.25
Lambeth 034,E02000651,2011,19.17098446,66.11255147,4.8,54.8015365,97.98257328,35.646,247.25
Lambeth 035,E02000652,2011,25.38461538,61.34010917,7.2,40.3911449,96.43498066,29.44,245
Lambeth 036,E02000653,2011,21.10091743,60.68362968,9.1,43.7851124,101.5282024,41.247,423.75
Lewisham 001,E02000654,2011,28.16901408,53.52403929,12.2,34.0488894,102.9163319,27.644,246
Lewisham 002,E02000655,2011,25.87412587,58.84402217,7.8,42.665692,102.9996387,22.331,147
Lewisham 003,E02000656,2011,27.63157895,54.86786019,8.2,37.6258612,111.5528281,27.406,245.5
Lewisham 005,E02000657,2011,27.18446602,58.19848975,5.2,52.8971139,115.5605141,29.941,250
Lewisham 006,E02000658,2011,24.13793103,61.29081477,5.7,56.1342314,109.9505055,31.93,247.5
Lewisham 007,E02000659,2011,21.08433735,65.0008646,6,63.9469923,103.1216879,42.996,350
Lewisham 008,E02000660,2011,23.71794872,68.96811071,4,61.4137163,105.1387022,37.996,250
Lewisham 009,E02000661,2011,25,72.05284553,2.5,76.8684957,104.0943713,52.571,335
Lewisham 010,E02000662,2011,22.72727273,64.0731155,6.4,44.8765432,100.8054082,30.526,234.5
Lewisham 011,E02000663,2011,28.66242038,60.43500777,3.8,54.058938,99.24694438,37.61,267.5
Lewisham 012,E02000664,2011,24.89270386,61.55255924,7.6,46.7767929,108.2789299,28.314,190
Lewisham 013,E02000665,2011,22.09302326,68.81845337,3.9,66.3845376,95.80018807,40.117,285
Lewisham 014,E02000666,2011,23.07692308,64.02838428,5.3,55.2110367,100.6376533,36.878,298.5
Lewisham 015,E02000667,2011,19.49685535,67.26286174,3.3,58.1267218,102.6781195,44.291,305
Lewisham 016,E02000668,2011,15.6424581,68.08767344,4.1,66.2460568,95.66776667,44.583,275
Lewisham 017,E02000669,2011,25.80645161,65.08715519,5.7,50.6251663,100.504399,34.634,218.75
Lewisham 018,E02000670,2011,19.42857143,59.06111229,8.6,38.3239027,101.6737996,28.609,191
Lewisham 019,E02000671,2011,19.68911917,68.39975093,4.8,62.2158753,100.3528357,39.951,253
Lewisham 020,E02000672,2011,20.56074766,59.55128205,6.1,42.9389996,103.665335,29.359,209.5
Lewisham 021,E02000673,2011,15.56603774,71.80082988,3.9,65.8174098,99.93822892,47.199,248.5
Lewisham 022,E02000674,2011,25,63.47008547,5.4,44.2545228,94.03371783,35.614,220
Lewisham 023,E02000675,2011,24.01746725,66.49197511,4.6,63.920039,94.06305867,38.149,245
Lewisham 024,E02000676,2011,22.89719626,69.57567428,5.3,58.8227668,97.3760291,40.798,255
Lewisham 025,E02000677,2011,19.49152542,61.3477191,4.3,43.3671343,92.60182278,37.4,269.5
Lewisham 026,E02000678,2011,25.92592593,60.0387503,8.9,51.9960572,92.82091407,27.726,152.45
Lewisham 027,E02000679,2011,25,64.68979662,7.7,56.2555345,94.10232711,31.618,257.5
Lewisham 028,E02000680,2011,29.16666667,62.4572004,7.3,57.0468818,97.94495888,31.162,235
Lewisham 029,E02000681,2011,27.96934866,59.85020031,7.5,49.9752903,94.90043922,27.825,220
Lewisham 030,E02000682,2011,24.20212766,56.82511211,9.5,47.6598873,91.84371945,27.822,235
Lewisham 031,E02000683,2011,24.41314554,57.18667835,9,60.7386716,89.94100403,27.293,185
Lewisham 033,E02000684,2011,27.84313725,56.69826876,11.6,58.9067703,92.44317228,31.133,248.5
Lewisham 034,E02000685,2011,28.38983051,63.11739442,6.9,57.064722,96.52226983,24.278,182
Lewisham 035,E02000686,2011,27.04081633,56.43370346,11.9,47.1336626,92.19145859,33.71,245
Lewisham 037,E02000687,2011,30.72289157,61.13441853,5.6,59.3615948,95.02212802,25.647,180
Lewisham 038,E02000688,2011,21.6730038,56.24756715,7.3,57.7931784,90.54656297,26.52,192.5
Lewisham 039,E02000689,2011,27.31277533,74.17582418,2.7,80.0557036,97.37518988,24.448,206.25
Merton 001,E02000690,2011,10.48951049,61.58335448,1.9,83.2036775,89.98719128,53.118,582
Merton 002,E02000691,2011,,74.66063348,2,78.7155713,98.27326797,74.567,1150
Merton 003,E02000692,2011,14.28571429,73.05096186,1.3,79.9921691,96.68180811,52.103,400
Merton 004,E02000693,2011,,74.24025042,1.9,65.3657473,100.2213174,58.994,450
Merton 005,E02000694,2011,13.2231405,76.2672136,2.2,76.9415808,99.05419981,33.267,240
Merton 006,E02000695,2011,19.04761905,62.5,3.6,39.9300109,94.5413078,44.578,392
Merton 007,E02000696,2011,26.1682243,65.77946768,4.8,53.3572844,94.3534118,28.765,250
Merton 008,E02000697,2011,24.43438914,78.00811176,1.4,77.6317391,101.9150409,27.521,214
Merton 009,E02000698,2011,13.46153846,69.41556113,1.7,82.1519959,92.88859578,51.419,445
Merton 010,E02000699,2011,8.8,75.88759886,1.3,82.2083496,96.63215217,60.656,581
Merton 011,E02000700,2011,5.633802817,63.52152215,6,57.0205066,95.78180534,50.391,380
Merton 012,E02000701,2011,22.44897959,60.56108302,6.2,41.8488593,100.8215323,24.652,205
Merton 013,E02000702,2011,27.30496454,60.95444685,6.8,47.4731605,96.15328802,26.044,225
Merton 014,E02000703,2011,30.54545455,67.26890019,1.9,72.1916933,95.33574586,25.072,215.875
Merton 015,E02000704,2011,10.89108911,72.98467688,2.5,76.1301989,97.21333716,48.127,421
Merton 016,E02000705,2011,20.73170732,61.99132755,4.2,40.8173314,93.06977621,35.296,265
Merton 017,E02000706,2011,19.7761194,59.00723208,7.9,46.8332365,96.22225355,28.928,230
Merton 018,E02000707,2011,23.17460317,58.99335233,8.3,41.651082,92.05258253,21.634,188
Merton 019,E02000708,2011,26.3322884,68.69436202,2.6,69.0079652,93.5874788,24.319,210
Merton 020,E02000709,2011,18.32061069,66.67838313,1.6,75.8602779,89.26264278,39.604,318.75
Merton 021,E02000710,2011,20.09345794,60.42467815,4.7,59.0707168,94.37615611,37.323,315.25
Merton 022,E02000711,2011,25.89641434,61.54753877,5.8,59.7450355,98.55462735,26.763,210
Merton 023,E02000712,2011,23.50877193,61.84570784,5.8,66.494431,90.84124143,25.53,209.995
Merton 024,E02000713,2011,21.47239264,69.93607306,2.1,78.9052069,88.32418568,26.216,220
Merton 025,E02000714,2011,18.61471861,56.70995671,8.2,31.206197,97.81579737,31.905,250
Newham 001,E02000715,2011,23.42007435,44.52866861,11,18.1140767,102.6703859,28.633,212.25
Newham 002,E02000716,2011,26.66666667,48.37988827,8.3,23.8373674,94.36471502,23.021,190
Newham 003,E02000717,2011,24.79338843,45.41907024,9.1,15.6277003,101.7316449,27.096,209.5
Newham 004,E02000718,2011,25.83333333,44.40069991,13.3,17.2852133,105.4259058,23.822,200
Newham 005,E02000719,2011,27.35294118,54.39724095,5.9,35.8081792,98.00270883,22.608,175
Newham 006,E02000720,2011,28.15533981,50.09630538,5.9,22.0366163,99.29532763,25.917,225
Newham 007,E02000721,2011,27.36318408,43.48603659,8,15.4578376,99.66453081,30.288,243.25
Newham 008,E02000722,2011,24.43181818,58.33333333,6.3,40.2261123,104.6626777,24.161,175
Newham 009,E02000723,2011,28.87700535,46.3657898,6.6,8.4339623,96.43028024,31.474,235
Newham 010,E02000724,2011,25.21489971,44.9869603,7.6,11.8534254,94.79863206,25.981,233
Newham 011,E02000725,2011,24.45652174,60.80841185,5.1,41.5727805,113.4463487,24.503,210
Newham 012,E02000726,2011,21.92513369,61.59140969,5,39.9347728,102.6581044,31.296,226
Newham 013,E02000727,2011,23.77622378,45.54251269,6.5,9.6447923,101.5027291,33.016,233
Newham 014,E02000728,2011,26.64092664,49.09776903,7.1,14.5739638,101.4737598,25.043,215
Newham 015,E02000729,2011,23.89078498,54.60649012,6.6,29.6468927,97.26106356,26.063,235
Newham 016,E02000730,2011,18.22429907,44.68054351,6.7,10.7317616,98.34888583,29.191,249.95
Newham 017,E02000731,2011,18.65079365,47.84272331,6.4,14.9607863,104.2209171,24.843,240
Newham 018,E02000732,2011,25.58139535,44.05245659,11.3,16.8913561,96.32018767,25.65,220
Newham 019,E02000733,2011,26.55737705,52.95658167,9.6,32.7045315,104.9615694,21.594,212.5
Newham 020,E02000734,2011,29.06976744,51.49614764,8.7,30.8688825,101.6277287,24.789,221.5
Newham 021,E02000735,2011,25.18796992,47.7054429,9.1,21.6037985,97.48123757,24.484,192.5
Newham 022,E02000736,2011,21.99170124,47.41641337,10.8,24.7695718,112.618407,23.621,195
Newham 023,E02000737,2011,25.88832487,52.21951961,9.1,29.7222811,96.49308757,24.351,208
Newham 024,E02000738,2011,25.64705882,52.82397497,6.8,27.1052321,97.34952238,25.856,195
Newham 025,E02000739,2011,29.50819672,53.67461703,8.7,31.3751088,102.4931858,29.658,223.35
Newham 026,E02000740,2011,29.25764192,52.60980894,9.2,38.1767222,97.58249851,24.388,220
Newham 027,E02000741,2011,28.16326531,53.38753388,9.3,33.5673647,100.6132878,23.991,215.75
Newham 028,E02000742,2011,26.95035461,52.88266716,10.2,32.4547158,110.9135334,25.535,195
Newham 029,E02000743,2011,27.08933718,49.77192982,10.3,38.0371218,111.289887,25.06,203
Newham 030,E02000744,2011,31.59609121,53.5925026,10.5,44.5510026,121.9352102,21.991,168.5
Newham 031,E02000745,2011,30.47945205,57.93205805,7.7,42.4517872,115.1104229,23.901,167.5
Newham 032,E02000746,2011,23.48993289,50.97969991,8.5,42.1836901,95.79201542,27.662,218.5
Newham 033,E02000747,2011,22.42152466,60.51660517,6.5,46.2239339,107.0757204,29.254,250
Newham 034,E02000748,2011,25.0755287,57.70139635,7.7,53.5096154,98.17497487,31.483,219
Newham 035,E02000749,2011,20.41884817,52.78829604,10.6,46.5843823,100.8441464,31.588,190
Newham 036,E02000750,2011,28.78338279,65.97239041,7.3,45.9125386,94.96760611,23.579,180
Newham 037,E02000751,2011,31.35313531,67.56792754,1.2,78.8620226,88.09821742,38.977,242
Redbridge 001,E02000752,2011,12.31527094,56.92340067,8.1,70.7410125,79.39155876,56.235,398.5
Redbridge 002,E02000753,2011,29.88929889,59.96712843,7.5,69.582926,81.77550203,24.579,205
Redbridge 003,E02000754,2011,21.99170124,66.16257089,4.7,71.2111801,87.79681711,27.84,217
Redbridge 004,E02000755,2011,16.36363636,65.28861154,4.4,72.7098505,96.59701352,36.759,293.25
Redbridge 005,E02000756,2011,20.13422819,63.85113269,5.4,65.0593824,84.62255788,32.866,250
Redbridge 006,E02000757,2011,26.47058824,73.12866506,2.2,73.4716916,103.1701699,32.923,249.995
Redbridge 007,E02000758,2011,15.60283688,58.58585859,5.5,48.8997144,87.97082969,47.725,270
Redbridge 008,E02000759,2011,27.23214286,67.22488038,4.4,62.8030555,109.3753541,31.201,266.875
Redbridge 009,E02000760,2011,21.28146453,59.70551638,6.9,53.715682,88.18300917,38.454,302
Redbridge 010,E02000761,2011,25.51724138,60.49697356,3.2,28.9932785,92.17502008,29.907,270
Redbridge 012,E02000762,2011,25.5,59.55866288,2.5,37.5198728,93.78330396,40.869,282.5
Redbridge 013,E02000763,2011,21.24542125,61.00346726,5.5,39.7950346,82.45611307,31.475,244.5
Redbridge 014,E02000764,2011,13.79310345,70.91444092,1.8,69.8019385,97.96527671,48.028,262.5
Redbridge 015,E02000765,2011,17.93721973,59.98219452,4.4,34.0085457,95.32094043,35.88,282.5
Redbridge 017,E02000766,2011,21.62162162,60.49697356,3.2,28.9932785,98.0809917,33.318,270
Redbridge 018,E02000767,2011,22.58064516,60.43138713,4.8,37.6969538,92.60947007,52.445,417.5
Redbridge 019,E02000768,2011,27.38738739,68.66859624,2.1,69.6819788,104.2415481,30.912,230
Redbridge 020,E02000769,2011,19.61852861,62.23613776,7.7,43.1016343,88.62779597,29.862,250
Redbridge 022,E02000770,2011,25.30487805,56.72149745,6.1,24.8743719,92.42288858,29.724,269
Redbridge 023,E02000771,2011,24.7113164,55.75032065,4.9,24.600939,95.49909049,30.462,258.75
Redbridge 024,E02000772,2011,27,55.40807175,8.2,26.818525,89.19683993,26.991,245
Redbridge 026,E02000773,2011,23.30508475,56.23659209,7.7,21.0154381,95.45118111,30.601,255
Redbridge 027,E02000774,2011,15.95744681,51.281078,8.3,19.3405375,89.0549091,44.558,395
Redbridge 029,E02000775,2011,25.92592593,55.75032065,4.9,24.600939,109.5035448,27.61,212
Redbridge 030,E02000776,2011,20.87542088,55.01850642,5.7,23.7602009,92.17965983,24.774,224.995
Redbridge 031,E02000777,2011,23.11827957,66.13499769,2.9,70.236274,92.55833062,30.472,260
Redbridge 032,E02000778,2011,26.89295039,54.47548761,8.2,24.7685362,90.94792784,22.918,215
Redbridge 033,E02000779,2011,24.30769231,53.31783223,8.8,21.2746742,104.5267992,22.915,223.498
Redbridge 034,E02000780,2011,22.49488753,49.68835216,10.8,15.7575344,97.28901825,28.055,233
Redbridge 035,E02000781,2011,18.65671642,56.18987871,6.2,26.7115272,90.24497826,34.608,325
Redbridge 036,E02000782,2011,23.14487633,46.38573232,14.3,15.835935,113.7036317,42.329,326.75
Richmond upon Thames 001,E02000783,2011,14.65517241,46.25393494,16.4,17.4638181,94.45455158,51.92,867.5
Richmond upon Thames 002,E02000784,2011,7.142857143,66.69783596,3.1,85.7170599,100.2772081,56.997,600
Richmond upon Thames 003,E02000785,2011,11.33004926,71.14695341,1.4,87.8700361,93.16293686,43.966,545
Richmond upon Thames 004,E02000786,2011,14.4486692,71.93858901,2.9,88.3139482,102.011328,40.44,470
Richmond upon Thames 005,E02000787,2011,9.302325581,72.20973783,3.3,81.0549777,99.29250607,51.16,617.5
Richmond upon Thames 006,E02000788,2011,13.40206186,73.72867846,2,89.6456512,99.43285592,49.14,459
Richmond upon Thames 007,E02000789,2011,8.148148148,71.50247898,1.6,85.7165913,92.26034134,55.328,495
Richmond upon Thames 008,E02000790,2011,,76.70567454,1.9,89.9402551,97.32260377,57.282,539
Richmond upon Thames 009,E02000791,2011,,70.34811438,1.4,87.5183314,101.2851338,51.048,499.95
Richmond upon Thames 010,E02000792,2011,14.9122807,74.01725791,1.3,90.0844184,92.79117303,34.724,302
Richmond upon Thames 011,E02000793,2011,10.58823529,66.74001354,2.8,77.1115489,91.82595387,42.88,384
Richmond upon Thames 012,E02000794,2011,9.154929577,72.11163554,1.7,85.0052958,96.66419296,59.087,830
Richmond upon Thames 013,E02000795,2011,18.88544892,63.43395419,2.3,88.5184111,88.15818019,31.272,300
Richmond upon Thames 014,E02000796,2011,14.16666667,62.52168112,5.4,69.5626879,91.76885105,44.752,375.5
Richmond upon Thames 015,E02000797,2011,10.8033241,76.95376247,1.4,89.9125949,94.69221,38.433,340
Richmond upon Thames 016,E02000798,2011,5.714285714,71.97593828,2.5,84.0045593,90.22614466,51.201,450
Richmond upon Thames 017,E02000799,2011,13.5483871,61.54157394,1.6,89.9922058,90.23495816,33.176,362.5
Richmond upon Thames 018,E02000800,2011,9.554140127,65.8674569,5,83.0439815,86.30781438,45.613,399.475
Richmond upon Thames 019,E02000801,2011,7.103825137,72.16411907,1.3,91.4497579,90.4281015,41.498,401
Richmond upon Thames 020,E02000802,2011,19.74248927,71.7705324,1.7,89.7287683,89.43602495,33.33,286.25
Richmond upon Thames 021,E02000803,2011,6.25,66.12620508,4.1,83.7115159,86.11753442,43.934,395
Richmond upon Thames 022,E02000804,2011,10.14492754,72.30001918,1.3,90.6839291,84.76888083,41.224,387.5
Richmond upon Thames 023,E02000805,2011,14.58333333,66.03849778,3,88.5823305,86.92843752,40.455,390
Southwark 001,E02000806,2011,19.62616822,69.64236589,2.6,88.6930396,84.49178283,50.947,358
Southwark 002,E02000807,2011,17.75700935,73.26898867,3.1,67.8335138,103.1897579,42.017,475
Southwark 003,E02000808,2011,25.98425197,64.05675915,3.4,64.1067897,129.6357001,55.898,460
Southwark 004,E02000809,2011,27.52293578,77.67379679,2.4,70.6088293,119.7295338,28.25,275
Southwark 006,E02000810,2011,22.32142857,62.60492445,7.2,61.351706,113.4530036,29.516,307.5
Southwark 007,E02000811,2011,30.3030303,49.66340269,4.7,56.9124724,138.2967255,27.19,260
Southwark 008,E02000812,2011,26.8907563,58.57825568,5.7,52.0019436,121.4333032,46.013,305.5
Southwark 009,E02000813,2011,22.64150943,60.00305204,7.9,58.4914445,110.1615925,32.418,250
Southwark 010,E02000814,2011,25.85365854,72.18024825,3.5,67.1405455,100.1666639,25.635,200.5
Southwark 011,E02000815,2011,33.72781065,57.11956522,4.8,49.669078,132.84122,21.717,185
Southwark 012,E02000816,2011,36.21621622,59.42008285,7.3,62.6340816,111.8699126,24.756,221
Southwark 013,E02000817,2011,33.33333333,54.14132942,9.4,58.7619341,106.3501268,24.055,218.25
Southwark 014,E02000818,2011,25.47169811,56.00401943,6.1,53.451022,124.5901657,28.269,311
Southwark 015,E02000819,2011,32.87671233,54.54545455,8.2,50.0180397,122.6606465,22.73,210
Southwark 016,E02000820,2011,28.99159664,61.3900751,6.8,55.4510173,119.7945581,22.644,198.5
Southwark 017,E02000821,2011,30.41474654,52.34463735,9.3,36.1674219,112.9511209,26.945,250
Southwark 018,E02000822,2011,28.96935933,56.07973422,9.2,40.4265812,111.9715312,22.101,197.475
Southwark 019,E02000823,2011,29.17933131,60.33797217,6.9,48.9072805,119.8801514,23.317,174
Southwark 020,E02000824,2011,28.51711027,51.66936314,11.5,29.8913043,108.6909592,26.308,302.5
Southwark 021,E02000825,2011,30.81570997,54.19140003,11.3,26.0234221,108.1015953,24.659,216
Southwark 022,E02000826,2011,33.58778626,57.93838863,6.7,42.8667867,109.7205548,23.8,194.25
Southwark 023,E02000827,2011,26.21722846,57.71829191,6.9,37.0788686,120.8276371,25.18,218
Southwark 024,E02000828,2011,23.77622378,54.36241611,9.3,32.2796135,117.0528131,40.12,310
Southwark 025,E02000829,2011,26.80412371,57.16600199,6.9,41.3995572,107.8111804,36.051,380
Southwark 026,E02000830,2011,27.03583062,66.44144144,3.8,60.9470124,110.7870719,26.73,255
Southwark 027,E02000831,2011,28.04232804,65.89595376,5.3,56.536575,106.8996405,30.121,265
Southwark 028,E02000832,2011,18.32061069,58.05661404,7.9,43.9959839,104.029711,46.739,352.5
Southwark 029,E02000833,2011,22.22222222,60.07231405,8,47.5177305,101.5517574,36.312,297.5
Southwark 030,E02000834,2011,14.28571429,73.91773432,2.7,70.203283,103.9406927,52.887,459.5
